Order_Id,Quantity,Item_Name,Item_Price,Choice_Description_1,Choice_Description_2,Choice_Description_3,Choice_Description_4,Choice_Description_5,Choice_Description_6,Choice_Description_7,Choice_Description_8,Choice_Description_9,Choice_Description_10,Item_price,Encoded_Item
430,1,Chips,2.35,None,,,,,,,,,,2.35,23
430,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
431,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.1,18
431,1,Chips,2.35,None,,,,,,,,,,2.35,23
431,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
432,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice,,,,,,,,,10.1,18
432,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese,,,,,,,,10.1,18
432,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
433,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
433,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.73,38
434,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce,,,,,,10.1,18
434,1,Barbacoa Burrito,9.85,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Guacamole,,,,,,9.85,2
435,1,Chicken Burrito,10.1,TomatilloGreen Chili Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Guacamole,,,,10.1,18
435,1,Canned Soda,1.33,Mountain Dew,,,,,,,,,,1.33,9
436,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream,,,,,10.13,17
436,1,Izze,3.39,Clementine,,,,,,,,,,3.39,34
437,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
437,1,Chips,2.35,None,,,,,,,,,,2.35,23
437,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
438,1,Carnitas Burrito,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Guacamole,,,,,10.13,12
438,1,Chicken Burrito,10.1,TomatilloGreen Chili Salsa Medium, Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
439,1,Chicken Salad,9.01,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,9.01,20
439,1,Chicken Bowl,10.13,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.13,17
440,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
440,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,10.22,1
440,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,10.46,39
441,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.46,39
441,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
442,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, TomatilloGreen Chili Salsa Medium, Rice, Black Beans, Sour Cream, Guacamole,,,,,10.46,39
443,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.13,17
443,1,Veggie Burrito,9.84,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,9.84,45
443,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
444,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
444,1,Steak Bowl,10.73,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.73,38
445,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Lettuce,,,,,,10.13,17
445,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
445,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
446,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole,,,,,10.73,38
446,1,Chips,2.35,None,,,,,,,,,,2.35,23
447,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Sour Cream,,,,,10.46,39
447,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
448,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce,,,,10.1,18
448,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
448,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
449,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Fajita Vegetables,,,,,,,,10.13,17
449,1,Chips,2.35,None,,,,,,,,,,2.35,23
449,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
450,2,Canned Soda,2.66,Dr Pepper,,,,,,,,,,2.66,9
450,2,Canned Soda,2.66,Coca Cola,,,,,,,,,,2.66,9
450,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Guacamole,,,,,,,10.46,39
451,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,9.66,22
451,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
451,1,Steak Bowl,10.73,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole,,,,,10.73,38
452,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.13,12
452,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
453,1,Chicken Burrito,10.1,Fresh Tomato Mild, Guacamole, Lettuce, Rice, Fajita Veggies, Cheese,,,,,10.1,18
454,1,Barbacoa Burrito,9.85,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream,,,,,,,9.85,2
454,1,Chips and TomatilloRed Chili Salsa,3.05,None,,,,,,,,,,3.05,32
455,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,10.46,39
455,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
456,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
456,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,9.84,45
457,2,Chicken Bowl,20.27,Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce,,,,,,,20.27,17
457,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce,,,,,,10.1,18
458,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
458,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce,,,,11.17,21
459,2,Chicken Salad Bowl,22.34,Fresh Tomato Salsa, Black Beans, Cheese, Guacamole,,,,,,,22.34,21
460,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.73,38
460,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,17
460,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
461,1,Steak Burrito,10.46,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce,,,,10.46,39
461,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
462,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
463,1,Barbacoa Burrito,9.85,TomatilloGreen Chili Salsa Medium, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.85,2
463,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
464,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,,,,,10.1,18
464,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
465,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
465,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
466,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.1,18
466,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
466,1,Carnitas Burrito,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.13,12
467,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
467,1,Barbacoa Soft Tacos,10.02,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,10.02,5
467,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,10.46,39
468,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
468,1,Carnitas Salad Bowl,11.06,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole,,,,,,11.06,15
468,1,Steak Bowl,10.73,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.73,38
469,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
469,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
469,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
470,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
470,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce,,,,,10.1,18
471,1,Steak Burrito,10.46,TomatilloGreen Chili Salsa Medium, Pinto Beans, Rice, Cheese, Sour Cream,,,,,,10.46,39
471,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
471,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.46,39
471,1,Canned Soda,1.33,Dr Pepper,,,,,,,,,,1.33,9
471,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
472,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Pinto Beans, Fajita Veggies, Cheese, Guacamole,,,,,10.46,39
472,1,Veggie Burrito,9.84,TomatilloGreen Chili Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,9.84,45
473,1,Steak Burrito,10.46,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream,,,,,10.46,39
473,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
474,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce,,,,10.73,38
475,1,Barbacoa Soft Tacos,10.02,Tomatillo Green Chili Salsa, Sour Cream, Cheese, Lettuce,,,,,,,10.02,5
475,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
475,1,Barbacoa Burrito,9.85,Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese,,,,,,9.85,2
476,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.1,18
476,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,10.46,39
477,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream,,,,,,,10.46,39
477,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,,10.1,18
478,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
478,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
478,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
478,1,Steak Salad Bowl,11.85,Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,,,,11.85,42
479,1,Chicken Burrito,10.1,Fresh Tomato Mild, Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese,,,,,10.1,18
479,1,Chicken Burrito,10.1,Fresh Tomato Mild, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese,,,,,10.1,18
479,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
480,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
480,1,Chips,2.35,None,,,,,,,,,,2.35,23
480,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
481,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice,,,,,,,,,20.2,18
481,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
481,1,Steak Crispy Tacos,10.21,Tomatillo Red Chili Salsa, Rice,,,,,,,,,10.21,40
481,1,Chips,2.35,None,,,,,,,,,,2.35,23
482,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.1,18
482,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
482,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.13,17
482,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
483,1,Barbacoa Bowl,10.22,TomatilloGreen Chili Salsa Medium, Black Beans, Rice, Cheese, Guacamole,,,,,,10.22,1
483,1,Barbacoa Bowl,10.22,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.22,1
484,1,Steak Bowl,10.73,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream,,,,,,10.73,38
484,2,Bottled Water,3.67,None,,,,,,,,,,3.67,6
485,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Fajita Veggies,,,,,,10.13,17
485,1,Barbacoa Bowl,10.22,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Fajita Veggies,,,,,,10.22,1
485,1,Chips and Roasted ChiliCorn Salsa,2.39,None,,,,,,,,,,2.39,28
485,1,Chips and TomatilloRed Chili Salsa,3.05,None,,,,,,,,,,3.05,32
485,2,Bottled Water,3.67,None,,,,,,,,,,3.67,6
486,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,,,,,,10.13,17
486,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
487,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream,,,,10.1,18
487,1,Carnitas Soft Tacos,9.4,Roasted Chili Corn Salsa,,,,,,,,,,9.4,16
488,1,Barbacoa Burrito,9.85,Fresh Tomato Salsa, Rice, Cheese,,,,,,,,9.85,2
488,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.13,17
488,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,11.17,21
488,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
488,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
488,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.73,38
489,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Sour Cream,,,,,,9.84,45
489,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa Mild, Pinto Beans, Cheese, Sour Cream,,,,,,,9.66,22
490,1,Carnitas Crispy Tacos,11.14,TomatilloGreen Chili Salsa Medium, Fajita Veggies, Cheese, Lettuce,,,,,,,11.14,13
490,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
491,1,Carnitas Burrito,10.13,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream,,,,,,10.13,12
491,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole,,,,,,10.13,17
491,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.46,39
491,1,Carnitas Bowl,10.83,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream,,,,,,,10.83,11
491,1,Barbacoa Burrito,9.85,Fresh Tomato Salsa, Rice, Pinto Beans, Guacamole, Lettuce,,,,,,9.85,2
491,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
491,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,,10.13,17
491,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole,,,,,,10.13,17
492,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Guacamole,,,,10.13,17
493,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
493,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
494,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Cheese, Sour Cream, Guacamole,,,,,10.13,17
494,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Cheese, Sour Cream,,,,,,,10.1,18
495,1,Carnitas Bowl,10.83,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.83,11
495,1,Izze,3.39,Clementine,,,,,,,,,,3.39,34
496,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
496,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Lettuce,,,,,10.46,39
496,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
496,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
496,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
497,2,Chicken Burrito,20.2,Tomatillo Red Chili Salsa, Cheese, Rice, Black Beans,,,,,,,20.2,18
497,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
498,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Guacamole,,,,,,10.13,17
498,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole, Lettuce,,,,,,10.13,17
498,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
499,1,Steak Bowl,10.73,Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream,,,,,,,10.73,38
499,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
500,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
500,1,Chips,2.35,None,,,,,,,,,,2.35,23
500,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
501,1,Barbacoa Salad Bowl,10.95,Fresh Tomato Salsa, Rice, Fajita Vegetables, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,10.95,4
501,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
502,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.46,39
502,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
503,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
503,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
504,1,Barbacoa Bowl,10.22,TomatilloGreen Chili Salsa Medium, Black Beans, Rice, Cheese, Guacamole,,,,,,10.22,1
504,1,Barbacoa Bowl,10.22,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.22,1
505,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
505,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,12
506,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Lettuce,,,,,,10.1,18
506,1,Barbacoa Soft Tacos,10.02,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.02,5
506,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
507,1,Veggie Bowl,10.21,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.21,44
507,1,Carnitas Bowl,10.83,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,,,,,10.83,11
508,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, Rice, Cheese,,,,,,,,10.73,38
508,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
509,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
509,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Sour Cream, Cheese, Guacamole,,,,,,,9.66,22
509,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
509,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole,,,,,10.1,18
510,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Sour Cream,,,,,,9.84,45
510,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
511,4,Chicken Burrito,40.4,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,,,,,40.4,18
511,3,Steak Burrito,31.38,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,,,,,31.38,39
511,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,,,,,9.84,45
511,4,Chips and Fresh Tomato Salsa,13.14,None,,,,,,,,,,13.14,24
511,2,Chips and Guacamole,9.2,None,,,,,,,,,,9.2,25
511,2,Chips and Tomatillo Green Chili Salsa,6.17,None,,,,,,,,,,6.17,29
511,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
512,1,Veggie Burrito,9.84,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,9.84,45
513,2,Steak Burrito,20.92,TomatilloGreen Chili Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Sour Cream,,,,,20.92,39
513,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
514,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.22,1
514,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans,,,,,,,,10.13,17
514,1,Chips,2.35,None,,,,,,,,,,2.35,23
515,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Rice, Cheese,,,,,,,,9.66,22
515,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
516,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Rice, Cheese, Lettuce,,,,,,,10.1,18
516,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
517,1,Chicken Burrito,10.1,Tomatillo Red Chili Hot, Lettuce, Rice, Cheese,,,,,,,10.1,18
517,1,Steak Burrito,10.46,Tomatillo Red Chili Hot, Lettuce, Rice, Sour Cream, Cheese,,,,,,10.46,39
518,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,10.1,18
519,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
519,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.46,39
519,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.46,39
520,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
520,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Lettuce,,,,,,9.66,22
520,1,6 Pack Soft Drink,6.61,Sprite,,,,,,,,,,6.61,0
521,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.1,18
521,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
522,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese,,,,,,,10.46,39
522,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
522,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
523,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese,,,,,,,10.1,18
523,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
524,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.13,12
524,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
525,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Lettuce, Black Beans, Sour Cream, Cheese, Rice, Fajita Veggies, Pinto Beans,,10.46,39
525,1,Canned Soda,1.33,Sprite,,,,,,,,,,1.33,9
526,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
526,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
